소재지(시군구)별(1),소재지(시군구)별(2),2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019
소재지(시군구)별(1),소재지(시군구)별(2),주거지역,주거지역,주거지역,주거지역,주거지역,주거지역,주거지역,주거지역,주거지역,상업지역,상업지역,상업지역,상업지역,상업지역,공업지역,공업지역,공업지역,공업지역,녹지지역,녹지지역,녹지지역
소재지(시군구)별(1),소재지(시군구)별(2),소계,전용주거_계,전용주거_1종,전용주거_2종,일반주거지역_계,일반주거지역_1종,일반주거지역_2종,일반주거지역_3종,준주거지역,소계,중심상업,일반상업,근린상업,유통상업,소계,전용공업,일반공업,준공업,보전녹지,자연녹지,생산녹지
경기도,이천시,6505443,71951,71951,0,5836312,3000008,1911489,924815,597180,649408,0,649408,0,0,3219155,0,3213626,5529,5836021,43537784,22447645
경기도,양주시,26843372,928172,658552,269620,23818854,12713313,6236872,4868669,2096346,667126,200426,384644,82056,0,4287038,0,3669312,617726,1969672,104001750,12239008
경기도,오산시,11122447,153428,153428,0,9939270,3079677,3580186,3279407,1029749,1080452,0,1031004,49448,0,2366617,0,2295220,71397,4282294,20713549,3191641
경기도,구리시,7380123,0,0,0,6989526,2587036,1907881,2494609,390597,775167,0,547337,45846,181984,0,0,0,0,0,25136777,0
경기도,안성시,10131824,743785,743785,0,8958591,4707276,3616133,635182,429448,1106367,0,485060,186171,435136,6330465,0,5506649,823816,28137658,94510958,15996288
경기도,포천시,8621552,0,0,0,8261625,5238127,2577106,446392,359927,560237,0,560237,0,0,2673125,179565,2211994,281566,82288,20834202,6241631
경기도,의왕시,6758673,132485,132485,0,5915146,1883042,1613405,2418699,711042,281663,0,281663,0,0,1131867,0,1034227,97640,0,45818191,0
경기도,하남시,13722196,255209,255209,0,12000837,6174595,1350662,4475580,1466150,1085464,304276,589726,191462,0,216649,0,130224,86425,0,78020343,0
경기도,여주시,2460751,0,0,0,2378914,1470808,849896,58210,81837,221310,0,221310,0,0,1089486,0,392986,696500,0,19495261,2826384
경기도,양평군,3259599,0,0,0,2997269,1288469,1708800,0,262330,319310,0,319310,0,0,85680,0,0,85680,0,45016322,2517959
경기도,동두천시,5820523,21663,21663,0,5587834,2072723,2551850,963261,211026,1042487,0,1042487,0,0,1263028,0,1244163,18865,0,25439773,0
경기도,과천시,4506664,318615,104610,214005,3624682,1214698,1075013,1334971,563367,236313,0,236313,0,0,0,0,0,0,0,31110023,0
경기도,가평군,5817688,54706,54706,0,5645948,1508846,4137102,0,117034,486916,0,486916,0,0,59854,0,59854,0,0,73963161,1561826
경기도,연천군,4075622,0,0,0,4018952,3589056,414043,15853,56670,472575,0,414675,57900,0,1467543,0,1198223,269320,43541,20442653,3943211
