기간	자치구	동	가구수	계	남자	여자	가구수	계	남자	여자	가구수	계	남자	여자	가구수	계	남자	여자	가구수	계	남자	여자
2020	은평구	신사1동	11,051	26,926	13,008	13,918	10,970	26,489	12,700	13,789	X	17	X	16	X	X	X	X	79	131	65	66
2020	은평구	신사2동	8,310	20,236	10,069	10,167	8,232	19,832	9,821	10,011	X	X	X	X	X	36	6	30	77	133	56	77
2020	은평구	증산동	6,223	15,049	7,362	7,687	6,166	14,781	7,188	7,593	X	X	X	X	X	X	X	X	57	105	51	54
2020	은평구	수색동	3,619	8,887	4,389	4,498	3,598	8,660	4,249	4,411	X	21	12	9	X	58	9	49	17	28	14	14
2020	은평구	진관동	20,100	55,180	25,967	29,213	19,989	53,826	25,189	28,637	X	8	X	8	X	665	261	404	108	153	64	89
2020	은평구	불광2동	12,748	28,089	13,571	14,518	12,584	27,403	13,126	14,277	X	23	15	8	X	57	26	31	158	262	126	136
2020	은평구	응암3동	11,468	24,668	11,947	12,721	11,289	23,844	11,488	12,356	X	18	8	10	X	154	59	95	173	304	131	173
2020	은평구	역촌동	18,956	45,608	21,541	24,067	18,768	44,635	20,928	23,707	7	73	26	47	X	68	17	51	179	331	156	175
2020	서대문구	소계	138,528	317,209	148,696	168,513	133,112	296,599	139,604	156,995	61	547	287	260	38	5,744	1,878	3,866	5,317	8,312	2,984	5,328
2020	서대문구	천연동	7,318	17,792	8,525	9,267	7,186	16,653	7,741	8,912	X	39	35	X	X	591	404	187	125	241	124	117
2020	서대문구	홍제1동	9,651	23,762	11,078	12,684	9,541	22,944	10,712	12,232	X	6	X	X	X	358	61	297	105	188	91	97
2020	서대문구	홍제3동	6,551	15,384	7,429	7,955	6,463	15,023	7,173	7,850	X	X	X	X	X	21	16	5	87	138	62	76
2020	서대문구	홍제2동	5,540	13,699	6,489	7,210	5,493	13,445	6,317	7,128	X	7	X	7	X	X	X	X	46	76	31	45
2020	서대문구	홍은1동	8,978	22,204	10,602	11,602	8,867	21,507	10,205	11,302	X	X	X	X	X	224	75	149	108	166	68	98
2020	서대문구	홍은2동	11,497	26,793	12,795	13,998	11,177	25,584	12,202	13,382	X	20	16	X	X	146	30	116	314	558	227	331
2020	서대문구	남가좌1동	5,467	15,422	7,401	8,021	5,402	15,078	7,193	7,885	X	X	X	X	X	X	X	X	65	155	73	82
2020	서대문구	남가좌2동	12,439	29,095	13,800	15,295	12,020	27,470	13,049	14,421	5	58	34	24	X	216	95	121	412	755	271	484
2020	서대문구	북가좌1동	6,520	17,845	8,560	9,285	6,483	17,497	8,340	9,157	X	X	X	X	X	91	25	66	36	76	38	38
2020	서대문구	북가좌2동	13,748	32,021	15,428	16,593	13,580	31,290	14,988	16,302	5	52	24	28	X	52	5	47	161	262	113	149
2020	서대문구	충현동	9,344	20,190	9,642	10,548	9,108	19,274	9,077	10,197	7	63	40	23	6	165	112	53	223	381	183	198
2020	서대문구	북아현동	7,040	16,373	7,743	8,630	6,867	15,832	7,423	8,409	X	18	18	X	X	X	X	X	172	321	141	180
2020	서대문구	신촌동	14,793	26,434	10,142	16,292	12,532	18,687	7,949	10,738	22	184	68	116	6	3,408	865	2,543	2,233	2,991	783	2,208
2020	서대문구	연희동	19,642	40,195	19,062	21,133	18,393	36,315	17,235	19,080	13	100	49	51	6	472	190	282	1,230	2,004	779	1,225
2020	마포구	소계	166,007	365,612	171,161	194,451	160,681	349,648	162,914	186,734	77	635	321	314	23	1,942	873	1,069	5,226	8,038	3,219	4,819
2020	마포구	용강동	8,578	21,111	9,968	11,143	8,369	20,533	9,595	10,938	5	43	26	17	X	X	X	X	204	304	175	129
2020	마포구	대흥동	8,160	15,533	7,287	8,246	7,321	13,237	6,311	6,926	7	82	50	32	X	401	192	209	829	1,255	433	822
2020	마포구	염리동	5,202	11,843	5,577	6,266	4,969	11,258	5,324	5,934	X	23	9	14	X	X	X	X	230	365	116	249
2020	마포구	신수동	9,762	22,945	11,219	11,726	9,523	22,202	10,798	11,404	X	22	14	8	X	X	X	X	236	375	153	222
2020	마포구	서교동	15,031	26,038	11,621	14,417	13,887	23,740	10,676	13,064	13	129	66	63	X	41	18	23	1,129	1,551	533	1,018
2020	마포구	합정동	8,494	17,169	7,874	9,295	8,280	16,350	7,428	8,922	X	32	18	14	X	215	125	90	209	332	139	193
2020	마포구	망원1동	9,498	20,110	9,416	10,694	9,328	19,528	9,066	10,462	X	12	X	8	X	17	11	6	166	281	126	155
2020	마포구	망원2동	7,781	18,460	8,692	9,768	7,676	18,074	8,443	9,631	X	7	X	6	X	25	9	16	103	163	76	87
2020	마포구	연남동	8,440	16,047	7,530	8,517	7,948	14,773	6,916	7,857	5	42	19	23	X	41	25	16	485	827	318	509
2020	마포구	성산1동	8,801	19,004	8,896	10,108	8,637	18,376	8,533	9,843	X	21	12	9	X	105	41	64	158	256	118	138
2020	마포구	성산2동	17,607	39,298	17,765	21,533	17,393	38,282	17,269	21,013	X	33	14	19	X	352	82	270	208	272	92	180
2020	마포구	상암동	12,245	30,694	14,642	16,052	12,053	29,870	14,088	15,782	X	33	14	19	X	84	72	12	186	358	178	180
2020	마포구	도화동	8,598	20,644	9,858	10,786	8,466	20,148	9,534	10,614	X	19	6	13	X	11	X	8	129	221	114	107
2020	마포구	서강동	11,241	25,204	11,941	13,263	10,845	23,572	11,145	12,427	14	89	45	44	X	619	289	330	380	538	183	355
2020	마포구	공덕동	16,918	37,185	17,482	19,703	16,526	36,019	16,812	19,207	5	32	17	15	X	31	6	25	385	630	304	326
2020	마포구	아현동	9,651	24,327	11,393	12,934	9,460	23,686	10,976	12,710	X	16	6	10	X	X	X	X	189	310	161	149
2020	양천구	소계	168,184	439,068	214,978	224,090	166,044	429,197	208,299	220,898	22	203	113	90	22	1,052	331	721	2,096	3,570	1,758	1,812
2020	양천구	목1동	10,031	30,200	14,557	15,643	9,943	29,708	14,173	15,535	X	7	X	X	X	33	13	20	86	133	73	60
2020	양천구	목2동	12,249	29,322	14,273	15,049	12,091	28,679	13,839	14,840	X	19	13	6	X	54	21	33	154	249	117	132
2020	양천구	목3동	9,277	21,432	10,241	11,191	9,181	21,013	9,968	11,045	X	X	X	X	X	39	X	39	94	154	76	78
2020	양천구	목4동	9,432	25,124	12,280	12,844	9,279	24,485	11,798	12,687	X	7	X	6	X	35	7	28	151	231	134	97
2020	양천구	신월1동	9,197	20,483	10,386	10,097	9,019	19,758	9,964	9,794	X	17	14	X	X	116	24	92	175	324	170	154
2020	양천구	신월2동	7,940	20,638	10,104	10,534	7,856	20,258	9,825	10,433	X	12	10	X	X	X	X	X	83	160	88	72
2020	양천구	신월3동	7,208	15,416	8,055	7,361	7,061	14,852	7,693	7,159	X	27	13	14	X	73	52	21	143	229	112	117
2020	양천구	신월4동	6,503	17,842	8,742	9,100	6,464	17,573	8,536	9,037	X	7	7	X	X	X	X	X	38	71	30	41
2020	양천구	신월5동	5,901	14,602	7,220	7,382	5,813	14,265	6,983	7,282	X	13	8	5	X	X	X	X	86	147	74	73
2020	양천구	신월6동	4,857	13,138	6,458	6,680	4,839	12,988	6,336	6,652	X	X	X	X	X	X	X	X	18	39	17	22
2020	양천구	신월7동	8,363	20,074	9,729	10,345	8,315	19,524	9,445	10,079	X	X	X	X	X	236	59	177	44	84	34	50
2020	양천구	신정1동	6,738	20,098	9,839	10,259	6,673	19,697	9,564	10,133	X	8	X	6	X	66	18	48	63	111	56	55
2020	양천구	신정2동	6,742	19,386	9,466	9,920	6,601	18,928	9,143	9,785	X	X	X	X	X	X	X	X	141	196	82	114
2020	양천구	신정3동	16,989	45,278	22,006	23,272	16,776	44,275	21,334	22,941	X	X	X	X	X	80	8	72	212	399	192	207
2020	양천구	신정6동	7,809	23,789	11,588	12,201	7,796	23,514	11,347	12,167	X	X	X	X	X	X	X	X	13	21	7	14
2020	양천구	신정7동	10,964	28,780	13,917	14,863	10,910	28,358	13,591	14,767	X	12	5	7	X	16	X	16	51	87	40	47
2020	양천구	목5동	12,925	40,066	19,831	20,235	12,866	39,596	19,437	20,159	X	X	X	X	X	X	X	X	59	81	31	50
2020	양천구	신정4동	15,059	33,400	16,286	17,114	14,561	31,726	15,323	16,403	8	74	36	38	5	304	129	175	485	854	425	429
2020	강서구	소계	247,202	564,854	271,779	293,075	244,097	551,415	263,506	287,909	33	309	152	157	41	2,148	754	1,394	3,031	5,307	2,507	2,800
2020	강서구	염창동	14,738	40,237	19,534	20,703	14,685	39,814	19,188	20,626	X	8	X	X	X	X	X	X	52	82	43	39
2020	강서구	등촌1동	12,072	23,182	10,840	12,342	11,958	22,829	10,622	12,207	X	13	6	7	X	X	X	X	113	158	54	104
2020	강서구	등촌2동	8,175	20,469	10,007	10,462	8,112	20,066	9,754	10,312	X	44	19	25	X	66	12	54	59	99	47	52
2020	강서구	등촌3동	14,231	30,611	14,488	16,123	14,168	30,029	14,095	15,934	X	6	X	6	X	140	49	91	59	85	45	40
2020	강서구	화곡본동	15,269	33,860	16,426	17,434	15,070	32,912	15,906	17,006	X	13	X	9	5	195	46	149	192	374	171	203
2020	강서구	화곡2동	7,734	18,213	8,854	9,359	7,552	17,642	8,497	9,145	X	14	8	6	X	X	X	X	181	342	162	180
2020	강서구	화곡3동	8,494	21,100	10,103	10,997	8,378	20,537	9,808	10,729	X	14	5	9	X	147	17	130	113	192	85	107
2020	강서구	화곡4동	9,112	20,909	10,184	10,725	8,911	20,151	9,736	10,415	X	X	X	X	X	158	80	78	200	368	181	187
2020	강서구	화곡6동	10,918	24,019	11,700	12,319	10,793	23,423	11,301	12,122	X	15	11	X	5	112	71	41	118	185	87	98
2020	강서구	화곡8동	10,896	24,971	11,990	12,981	10,639	24,126	11,504	12,622	X	7	X	7	X	28	X	26	255	532	256	276
2020	강서구	가양1동	18,753	33,187	15,317	17,870	18,538	32,571	14,893	17,678	X	7	6	X	X	64	44	20	211	285	142	143
2020	강서구	가양2동	7,576	14,241	6,681	7,560	7,529	13,847	6,485	7,362	X	X	X	X	X	209	72	137	46	61	27	34
2020	강서구	가양3동	7,485	15,023	7,026	7,997	7,457	14,819	6,871	7,948	X	22	13	9	X	X	X	X	25	38	22	16
2020	강서구	발산1동	12,779	36,552	17,250	19,302	12,733	35,865	16,806	19,059	X	15	X	11	X	177	15	162	41	63	31	32
2020	강서구	공항동	11,764	26,330	13,326	13,004	11,435	25,388	12,752	12,636	X	X	X	X	X	56	48	8	327	593	282	311
2020	강서구	방화1동	16,332	43,150	20,931	22,219	16,186	42,292	20,410	21,882	X	X	X	X	X	277	91	186	143	236	116	120
2020	강서구	방화2동	10,371	22,226	11,042	11,184	10,212	21,417	10,515	10,902	6	54	38	16	5	181	85	96	148	259	126	133
2020	강서구	방화3동	10,414	22,548	10,878	11,670	10,364	22,234	10,645	11,589	X	X	X	X	X	19	18	X	49	87	40	47
2020	강서구	화곡1동	25,039	51,842	25,036	26,806	24,434	50,053	24,056	25,997	6	69	32	37	X	111	47	64	595	1,078	492	586
2020	강서구	우장산동	15,050	42,184	20,166	22,018	14,943	41,400	19,662	21,738	X	8	X	6	X	208	57	151	104	190	98	92
2020	구로구	소계	182,636	435,442	216,855	218,587	164,083	386,742	189,181	197,561	55	461	284	177	41	3,610	1,481	2,129	18,457	38,976	21,337	17,639
2020	구로구	신도림동	12,887	35,334	17,293	18,041	12,727	34,694	16,810	17,884	X	X	X	X	X	30	30	X	158	276	160	116
2020	구로구	구로1동	7,964	20,861	10,245	10,616	7,913	20,551	10,007	10,544	X	6	X	X	X	X	X	X	50	102	53	49
2020	구로구	구로3동	13,316	25,963	13,218	12,745	12,041	23,067	11,670	11,397	6	71	36	35	X	35	17	18	1,268	2,471	1,261	1,210
2020	구로구	구로4동	12,316	26,789	13,438	13,351	9,426	19,550	9,373	10,177	11	96	71	25	X	59	16	43	2,877	6,619	3,642	2,977
2020	구로구	구로5동	15,338	33,303	16,310	16,993	13,234	28,140	13,497	14,643	X	24	21	X	X	312	127	185	2,099	4,360	2,291	2,069
2020	구로구	고척1동	9,039	23,430	11,549	11,881	8,802	22,135	10,910	11,225	5	42	28	14	5	535	131	404	227	408	223	185
2020	구로구	고척2동	11,117	27,513	13,606	13,907	10,676	26,290	12,877	13,413	X	6	X	X	X	80	43	37	439	816	412	404
2020	구로구	개봉2동	11,975	31,422	15,356	16,066	11,718	30,477	14,804	15,673	X	X	X	X	X	85	18	67	256	568	276	292
2020	구로구	개봉3동	8,312	20,876	10,194	10,682	8,073	20,087	9,740	10,347	X	X	X	X	X	73	20	53	238	507	255	252
2020	구로구	오류1동	10,988	22,948	11,210	11,738	10,547	21,466	10,423	11,043	X	29	12	17	6	408	200	208	431	854	422	432
2020	구로구	수궁동	9,276	23,833	11,909	11,924	9,087	22,740	11,136	11,604	6	47	38	9	X	396	319	77	182	401	197	204
2020	구로구	가리봉동	8,177	16,530	9,332	7,198	4,901	8,326	4,482	3,844	9	70	44	26	5	595	204	391	3,262	7,157	4,326	2,831
2020	구로구	구로2동	17,107	37,054	19,302	17,752	11,189	23,643	11,811	11,832	8	56	28	28	X	48	21	27	5,907	12,308	6,719	5,589
2020	구로구	개봉1동	14,033	34,712	17,279	17,433	13,401	32,557	16,055	16,502	X	8	X	8	X	433	180	253	627	1,265	656	609
2020	구로구	오류2동	14,775	38,657	18,658	19,999	14,360	37,164	17,840	19,324	X	6	X	6	5	333	77	256	409	795	407	388
2020	구로구	항동	6,016	16,217	7,956	8,261	5,988	15,855	7,746	8,109	X	X	X	X	X	188	78	110	27	69	37	32
2020	금천구	소계	115,254	249,419	126,490	122,929	103,432	220,503	110,278	110,225	38	348	232	116	29	1,701	579	1,122	11,755	23,401	12,663	10,738
2020	금천구	가산동	16,417	26,621	14,582	12,039	14,124	21,597	11,597	10,000	15	155	113	42	5	188	98	90	2,273	4,201	2,412	1,789
2020	금천구	독산1동	21,167	44,145	22,772	21,373	19,691	40,530	20,636	19,894	8	76	61	15	5	199	97	102	1,463	2,775	1,528	1,247
2020	금천구	독산2동	9,625	21,096	10,704	10,392	8,408	18,220	9,124	9,096	X	X	X	X	X	43	10	33	1,216	2,514	1,328	1,186
2020	금천구	독산3동	13,953	30,129	15,353	14,776	11,071	23,410	11,639	11,771	5	44	12	32	X	258	79	179	2,874	5,899	3,221	2,678
2020	금천구	독산4동	8,216	18,158	9,219	8,939	6,858	14,932	7,449	7,483	X	X	X	X	X	X	X	X	1,358	2,939	1,562	1,377
2020	금천구	시흥1동	15,936	36,091	17,972	18,119	14,439	32,071	15,825	16,246	8	61	40	21	7	497	152	345	1,482	2,983	1,566	1,417
2020	금천구	시흥2동	7,870	21,197	10,225	10,972	7,825	20,748	9,952	10,796	X	6	X	X	X	175	62	113	41	79	33	46
2020	금천구	시흥3동	4,456	11,067	5,434	5,633	4,372	10,570	5,206	5,364	X	X	X	X	X	211	36	175	83	167	90	77
2020	금천구	시흥4동	8,808	21,129	10,467	10,662	8,304	19,821	9,741	10,080	X	6	X	X	X	39	12	27	502	986	494	492
2020	금천구	시흥5동	8,806	19,786	9,762	10,024	8,340	18,604	9,109	9,495	X	X	X	X	X	91	33	58	463	858	429	429
2020	영등포구	소계	178,217	403,619	200,678	202,941	162,391	352,157	171,929	180,228	76	779	496	283	45	3,778	1,809	1,969	15,705	41,381	22,040	19,341
2020	영등포구	여의동	12,095	31,395	14,817	16,578	11,936	30,717	14,362	16,355	6	50	25	25	X	31	21	10	151	245	129	116
2020	영등포구	당산1동	9,822	20,442	9,974	10,468	9,508	19,476	9,413	10,063	7	87	43	44	X	50	43	7	306	593	294	299
2020	영등포구	당산2동	17,042	35,966	16,876	19,090	16,748	34,927	16,239	18,688	X	46	33	13	X	168	99	69	288	501	231	270
2020	영등포구	양평1동	8,419	16,873	8,320	8,553	8,237	16,409	8,043	8,366	X	6	6	X	X	X	X	X	181	299	144	155
2020	영등포구	양평2동	9,572	21,977	10,814	11,163	9,434	21,211	10,370	10,841	X	40	30	10	X	301	95	206	132	214	129	85
2020	영등포구	신길1동	10,085	19,495	9,930	9,565	9,096	16,504	8,289	8,215	X	31	22	9	X	135	55	80	984	2,494	1,320	1,174
2020	영등포구	신길3동	7,575	18,052	8,979	9,073	6,861	16,017	7,841	8,176	X	6	X	X	X	X	X	X	713	1,807	950	857
2020	영등포구	신길4동	4,734	11,065	5,597	5,468	4,267	9,583	4,748	4,835	X	14	7	7	X	X	X	X	465	1,309	710	599
2020	영등포구	신길5동	5,097	12,614	6,229	6,385	4,422	10,349	5,060	5,289	X	7	X	X	X	178	X	178	673	1,871	1,013	858
2020	영등포구	신길6동	8,332	18,468	9,039	9,429	7,618	16,444	7,875	8,569	7	88	68	20	X	79	79	X	704	1,628	834	794
2020	영등포구	신길7동	7,355	19,975	9,887	10,088	7,222	19,048	9,348	9,700	X	35	22	13	X	418	183	235	128	248	130	118
2020	영등포구	대림1동	8,000	18,854	9,598	9,256	6,331	14,053	6,873	7,180	6	47	24	23	X	109	97	12	1,660	4,327	2,357	1,970
2020	영등포구	대림2동	9,625	23,707	12,389	11,318	6,066	11,875	5,789	6,086	5	48	25	23	X	39	27	12	3,552	11,166	6,122	5,044
2020	영등포구	대림3동	11,949	29,183	14,801	14,382	9,510	22,047	10,939	11,108	X	X	X	X	X	358	129	229	2,436	6,275	3,353	2,922
2020	영등포구	영등포본동	10,386	24,409	12,504	11,905	8,942	20,218	10,188	10,030	X	36	28	8	X	91	74	17	1,437	3,649	1,872	1,777
2020	영등포구	영등포동	15,982	27,378	14,323	13,055	15,539	24,787	12,813	11,974	18	202	130	72	15	1,308	702	606	410	659	334	325
2020	영등포구	도림동	9,874	21,633	10,884	10,749	8,474	17,350	8,589	8,761	X	13	5	8	X	X	X	X	1,398	3,940	2,038	1,902
2020	영등포구	문래동	12,273	32,133	15,717	16,416	12,180	31,142	15,150	15,992	X	23	21	X	X	513	205	308	87	156	80	76
2020	동작구	소계	174,572	392,772	189,611	203,161	167,766	371,853	178,401	193,452	88	817	409	408	19	3,215	1,528	1,687	6,699	11,951	5,515	6,436
2020	동작구	노량진2동	6,711	12,898	6,608	6,290	6,087	11,469	5,846	5,623	6	56	25	31	X	X	X	X	618	1,188	602	586
2020	동작구	상도1동	21,051	46,060	22,359	23,701	20,167	43,101	20,816	22,285	16	177	80	97	X	742	390	352	865	1,187	477	710
2020	동작구	상도2동	11,743	27,215	13,020	14,195	11,504	26,462	12,615	13,847	11	96	45	51	X	51	22	29	227	341	129	212
2020	동작구	상도3동	11,156	24,734	11,807	12,927	10,902	23,808	11,312	12,496	6	56	26	30	X	192	64	128	247	450	221	229
2020	동작구	상도4동	12,760	28,531	13,842	14,689	12,480	27,726	13,377	14,349	8	69	33	36	X	36	18	18	270	476	226	250
2020	동작구	사당1동	12,573	23,311	11,002	12,309	12,050	22,139	10,375	11,764	X	32	20	12	X	50	27	23	517	854	389	465
2020	동작구	사당3동	9,691	24,202	11,734	12,468	9,522	23,498	11,280	12,218	X	7	X	X	X	178	113	65	167	283	138	145
2020	동작구	사당4동	6,640	14,175	6,789	7,386	6,514	13,828	6,571	7,257	X	X	X	X	X	X	X	X	126	216	108	108
2020	동작구	사당5동	6,180	14,294	6,926	7,368	6,092	14,014	6,741	7,273	X	27	13	14	X	X	X	X	85	123	57	66
2020	동작구	대방동	16,353	38,644	18,362	20,282	16,071	36,992	17,431	19,561	6	72	39	33	X	714	309	405	273	463	224	239
2020	동작구	신대방1동	10,933	26,603	12,971	13,632	9,439	22,614	10,849	11,765	X	39	27	12	X	166	46	120	1,490	3,453	1,781	1,672
2020	동작구	신대방2동	9,032	19,902	9,457	10,445	8,792	19,249	9,092	10,157	7	60	28	32	X	26	X	25	232	395	184	211
2020	동작구	흑석동	14,450	34,643	16,603	18,040	13,411	31,194	15,017	16,177	5	40	15	25	X	880	426	454	1,033	1,572	573	999
2020	동작구	노량진1동	14,288	31,292	15,555	15,737	14,048	30,372	14,985	15,387	11	79	51	28	X	180	112	68	226	352	152	200
2020	동작구	사당2동	11,011	26,268	12,576	13,692	10,687	25,387	12,094	13,293	X	7	X	X	X	X	X	X	323	598	254	344
2020	관악구	소계	259,822	502,641	250,850	251,791	248,959	470,469	233,619	236,850	146	1,544	911	633	32	6,094	3,078	3,016	10,685	18,546	8,684	9,862
2020	관악구	보라매동	11,887	24,550	11,992	12,558	11,517	23,397	11,410	11,987	5	63	37	26	X	194	61	133	361	670	311	359
2020	관악구	청림동	5,991	15,090	7,396	7,694	5,928	14,767	7,181	7,586	X	23	17	6	X	16	5	11	60	112	48	64
2020	관악구	행운동	16,772	29,334	14,208	15,126	16,390	28,387	13,730	14,657	X	57	20	37	X	X	X	X	378	607	247	360
2020	관악구	낙성대동	10,219	21,560	11,044	10,516	9,831	15,924	7,963	7,961	X	32	22	10	X	4,497	2,465	2,032	382	582	284	298
2020	관악구	중앙동	9,235	15,426	7,289	8,137	8,882	14,611	6,882	7,729	6	70	39	31	X	31	18	13	346	562	241	321
2020	관악구	인헌동	13,438	25,803	12,541	13,262	13,186	25,101	12,139	12,962	8	94	53	41	X	X	X	X	244	353	146	207
2020	관악구	남현동	8,737	17,855	8,579	9,276	8,579	17,268	8,277	8,991	7	58	28	30	X	144	57	87	148	231	104	127
2020	관악구	서원동	13,441	22,994	11,739	11,255	12,921	21,883	11,139	10,744	X	29	8	21	X	X	X	X	517	819	385	434
2020	관악구	신원동	10,799	19,223	9,545	9,678	9,916	17,470	8,670	8,800	X	6	X	X	X	X	X	X	882	1,564	725	839
2020	관악구	서림동	13,420	23,429	12,734	10,695	12,967	22,323	12,144	10,179	11	132	85	47	X	10	X	8	441	628	271	357
2020	관악구	신사동	14,549	26,454	13,098	13,356	12,500	21,891	10,811	11,080	7	61	28	33	X	49	X	47	2,041	4,082	1,975	2,107
2020	관악구	신림동	16,171	22,325	11,532	10,793	15,529	20,820	10,721	10,099	8	93	52	41	X	205	125	80	631	933	432	501
2020	관악구	난향동	5,806	15,208	7,430	7,778	5,737	14,826	7,223	7,603	X	6	X	X	X	124	33	91	66	115	54	61
2020	관악구	조원동	10,867	19,553	9,860	9,693	9,537	16,593	8,300	8,293	8	77	30	47	X	29	12	17	1,321	2,588	1,313	1,275
2020	관악구	대학동	14,729	23,656	14,033	9,623	14,109	21,926	13,017	8,909	47	500	380	120	X	45	9	36	571	745	324	421
2020	관악구	은천동	15,191	33,810	16,428	17,382	14,837	32,517	15,742	16,775	6	81	34	47	X	276	117	159	345	614	268	346
2020	관악구	성현동	11,633	29,228	14,122	15,106	11,561	28,744	13,781	14,963	X	18	10	8	X	24	10	14	69	125	57	68
2020	관악구	청룡동	21,728	35,927	17,185	18,742	20,739	33,685	16,092	17,593	7	66	16	50	X	158	59	99	981	1,625	721	904
2020	관악구	난곡동	12,093	27,311	13,616	13,695	11,724	26,165	12,945	13,220	X	13	9	X	X	180	78	102	365	610	308	302
2020	관악구	삼성동	9,908	23,003	11,424	11,579	9,806	22,506	11,102	11,404	X	23	10	13	X	26	X	25	97	187	84	103
2020	관악구	미성동	13,208	30,902	15,055	15,847	12,763	29,665	14,350	15,315	X	42	27	15	X	86	24	62	439	794	386	408
2020	서초구	소계	158,582	401,749	192,081	209,668	156,123	390,747	185,395	205,352	57	546	308	238	21	1,787	558	1,229	2,381	3,862	1,878	1,984
2020	서초구	서초1동	8,666	19,994	9,482	10,512	8,498	19,240	9,116	10,124	8	98	54	44	X	236	31	205	158	205	101	104
2020	서초구	서초2동	8,559	19,164	9,103	10,061	8,331	18,543	8,701	9,842	X	45	18	27	X	X	X	X	224	308	175	133
2020	서초구	서초3동	13,207	30,186	14,524	15,662	12,928	28,853	13,925	14,928	X	19	8	11	5	596	118	478	271	359	163	196
2020	서초구	서초4동	10,170	29,570	14,482	15,088	10,007	28,975	14,055	14,920	X	X	X	X	X	X	X	X	163	228	117	111
2020	서초구	잠원동	10,511	26,985	12,916	14,069	10,352	26,330	12,447	13,883	6	79	58	21	X	39	39	X	152	216	102	114
2020	서초구	반포본동	3,617	10,870	5,182	5,688	3,601	10,714	5,052	5,662	X	X	X	X	X	X	X	X	16	28	14	14
2020	서초구	반포1동	13,265	30,904	14,935	15,969	12,977	30,073	14,458	15,615	X	32	21	11	X	42	6	36	284	388	169	219
2020	서초구	반포2동	4,649	15,274	7,338	7,936	4,591	14,820	7,061	7,759	5	36	9	27	X	X	X	X	53	140	71	69
2020	서초구	반포3동	7,072	20,730	9,861	10,869	7,036	20,469	9,649	10,820	X	X	X	X	X	X	X	X	36	62	35	27
2020	서초구	반포4동	6,608	18,635	8,845	9,790	6,404	17,653	8,338	9,315	6	44	17	27	X	87	23	64	197	499	238	261
2020	서초구	방배본동	7,400	19,939	9,264	10,675	7,308	19,497	8,969	10,528	X	15	12	X	X	X	X	X	90	183	84	99
2020	서초구	방배1동	7,058	16,355	7,632	8,723	6,973	16,006	7,381	8,625	X	40	26	14	X	X	X	X	81	120	56	64
2020	서초구	방배2동	7,790	19,174	8,977	10,197	7,708	18,537	8,644	9,893	X	X	X	X	X	296	80	216	80	135	67	68
2020	서초구	방배3동	7,490	20,002	9,664	10,338	7,407	19,545	9,351	10,194	X	19	9	10	X	88	51	37	80	140	72	68
2020	서초구	방배4동	9,044	22,676	10,363	12,313	8,917	22,121	10,020	12,101	X	23	X	19	X	22	17	5	123	247	114	133
2020	서초구	양재1동	16,941	42,688	20,454	22,234	16,746	41,732	19,836	21,896	X	22	14	8	X	197	84	113	189	324	160	164
2020	서초구	양재2동	9,866	21,529	10,763	10,766	9,715	20,862	10,345	10,517	6	62	48	14	X	123	48	75	142	225	113	112
2020	서초구	내곡동	6,669	17,074	8,296	8,778	6,624	16,777	8,047	8,730	X	12	10	X	X	61	61	X	42	55	27	28
2020	강남구	소계	212,582	508,135	243,322	264,813	208,833	494,125	234,355	259,770	62	564	313	251	25	1,865	707	1,158	3,662	5,109	2,634	2,475
2020	강남구	신사동	6,621	15,529	7,276	8,253	6,407	15,030	6,946	8,084	X	15	14	X	X	X	X	X	212	291	158	133
2020	강남구	논현1동	12,828	22,095	10,402	11,693	12,277	20,834	9,625	11,209	7	76	41	35	X	29	X	29	543	716	404	312
2020	강남구	논현2동	10,294	20,669	9,634	11,035	10,079	20,006	9,234	10,772	X	31	14	17	X	X	X	X	211	318	149	169
2020	강남구	삼성1동	5,130	12,698	6,295	6,403	4,975	12,093	5,901	6,192	X	19	10	9	X	175	78	97	150	217	136	81
2020	강남구	삼성2동	12,080	28,212	13,443	14,769	11,869	27,534	12,971	14,563	X	X	X	X	X	X	X	X	211	293	161	132
2020	강남구	대치1동	7,005	23,521	11,889	11,632	6,986	23,265	11,663	11,602	X	X	X	X	X	X	X	X	19	38	20	18
2020	강남구	대치4동	9,479	19,547	9,174	10,373	9,237	18,815	8,718	10,097	6	56	34	22	X	X	X	X	236	318	149	169
2020	강남구	역삼1동	21,127	34,491	16,654	17,837	20,356	32,755	15,639	17,116	12	107	69	38	X	44	29	15	757	935	452	483
2020	강남구	역삼2동	14,111	34,617	16,247	18,370	13,846	33,603	15,567	18,036	X	47	33	14	X	155	104	51	259	360	195	165
2020	강남구	도곡1동	7,894	20,799	9,822	10,977	7,782	20,350	9,521	10,829	X	34	14	20	X	52	15	37	107	141	75	66
2020	강남구	도곡2동	10,880	31,740	14,782	16,958	10,773	31,213	14,406	16,807	X	19	17	X	X	X	X	X	105	171	81	90
2020	강남구	개포1동	2,334	6,053	2,962	3,091	2,328	5,979	2,894	3,085	X	6	X	X	X	X	X	X	5	5	X	X
2020	강남구	개포4동	7,890	19,458	9,455	10,003	7,798	18,860	9,103	9,757	6	46	30	16	5	169	64	105	81	165	72	93
2020	강남구	일원본동	7,506	22,639	11,200	11,439	7,486	22,093	10,919	11,174	X	X	X	X	X	311	82	229	18	29	10	19
